"ACCIDENT_NO","NODE_ID","COMPLEX_INT_NO"
"T20110041245","40850","5627"
"T20110041252","43206","9229"
"T20110041256","43096","6606"
"T20110041262","43090","6768"
"T20110041275","248672","2205"
"T20110041276","40849","5626"
"T20110041366","55412","5133"
"T20110041375","35562","6162"
"T20110041388","30039","7138"
"T20110041406","72551","7822"
"T20110041428","45154","9349"
"T20110041438","29491","9264"
"T20110041467","39217","102703"
"T20110041474","61034","2422"
"T20110041508","1168","7047"
"T20110041525","46898","9992"
"T20110041556","43090","6768"
"T20110041579","52857","2373"
"T20110041590","47464","7689"
"T20110041592","38419","5222"
"T20110041638","46824","7782"
"T20110041705","41387","6218"
"T20110041758","39774","5307"
"T20110041788","47221","9778"
"T20110041805","299117","8885"
"T20110041862","36223","102094"
"T20110041893","48998","1026"
"T20110041898","12428","9189"
"T20110041911","50546","7798"
"T20110041928","599","5695"
"T20110041992","35484","9847"
"T20120000046","47545","7599"
"T20120000063","39192","5252"
"T20120000097","37583","9783"
"T20120000136","42824","6867"
"T20120000142","36651","6949"
"T20120000149","248402","9715"
"T20120000217","227971","9317"
"T20120000227","35785","7797"
"T20120000251","40942","5828"
"T20120000258","36645","9567"
"T20120000300","248826","1383"
"T20120000330","29851","5870"
"T20120000350","33879","1002"
"T20120000415","29396","100875"
"T20120000457","40951","5659"
"T20120000487","36210","9572"
"T20120000507","43090","6768"
"T20120000529","793","1000"
"T20120000603","273252","6797"
"T20120000607","51133","3165"
"T20120000616","958","7365"
"T20120000617","38486","5067"
"T20120000623","34518","9259"
"T20120000637","41640","6182"
"T20120000641","29502","100450"
"T20120000650","53184","1001"
"T20120000650","53184","9585"
"T20120000664","35993","9439"
"T20120000671","57542","6054"
"T20120000676","44346","102555"
"T20120000725","249929","9280"
"T20120000728","46787","5211"
"T20120000740","36150","6185"
"T20120000813","232134","7590"
"T20120000817","50177","7811"
"T20120000821","35784","7797"
"T20120000822","68877","6157"
"T20120000830","66049","5481"
"T20120000840","40696","5816"
"T20120000852","29578","5299"
"T20120000855","41882","6149"
"T20120000877","91659","5693"
"T20120000887","37583","9783"
"T20120000900","39425","5482"
"T20120000902","45175","1351"
"T20120000905","249006","103305"
"T20120000921","42746","6610"
"T20120000927","35812","4192"
"T20120000930","38056","9285"
"T20120000944","37321","9696"
"T20120001007","243974","8909"
"T20120001040","43053","9226"
"T20120001047","260","103330"
"T20120001079","273325","6355"
"T20120001090","35736","101546"
"T20120001110","249957","9863"
"T20120001149","38442","5079"
"T20120001164","514","5430"
"T20120001210","55059","101371"
"T20120001227","43441","7263"
"T20120001229","51143","3181"
"T20120001239","39255","101340"
"T20120001243","1323","8838"
"T20120001302","38524","9502"
"T20120001307","38785","9538"
"T20120001312","84","5404"
"T20120001314","41470","6118"
"T20120001340","50183","7815"
"T20120001349","40888","5727"
"T20120001372","249041","6348"
"T20120001391","40782","5849"
"T20120001392","222523","5741"
"T20120001457","935","7281"
"T20120001476","38486","5067"
"T20120001478","29517","9546"
"T20120001516","36321","6597"
"T20120001535","35510","5680"
"T20120001571","53276","8963"
"T20120001584","41846","6250"
"T20120001587","44899","9378"
"T20120001611","35627","6975"
"T20120001632","46452","8816"
"T20120001669","249503","2047"
"T20120001673","35596","6434"
"T20120001686","41182","8978"
"T20120001702","231006","9298"
"T20120001727","44304","9875"
"T20120001734","46908","9427"
"T20120001748","39853","5285"
"T20120001773","249179","9851"
"T20120001784","44345","9925"
"T20120001787","53793","3106"
"T20120001791","19418","4164"
"T20120001795","38688","9596"
"T20120001824","250020","101341"
"T20120001827","53760","8722"
"T20120001827","53760","8725"
"T20120001847","52706","2215"
"T20120001860","55588","9095"
"T20120001870","119","9806"
"T20120001871","52861","2378"
"T20120001923","35622","6668"
"T20120001930","36519","7276"
"T20120001952","40894","5731"
"T20120001956","54590","1144"
"T20120001960","47426","7526"
"T20120001991","10592","1000"
"T20120002043","252842","7688"
"T20120002061","70728","6808"
"T20120002067","249214","5768"
"T20120002068","41389","6214"
"T20120002083","43282","6977"
"T20120002096","38320","101009"
"T20120002138","61330","8686"
"T20120002161","37590","9820"
"T20120002163","37714","9777"
"T20120002176","10410","9259"
"T20120002203","29578","5299"
"T20120002206","1053","7559"
"T20120002256","43282","6977"
"T20120002287","57065","9451"
"T20120002312","249380","8829"
"T20120002323","57501","9838"
"T20120002334","35407","9838"
"T20120002340","248459","8686"
"T20120002342","44938","9263"
"T20120002391","29386","9497"
"T20120002425","41896","5955"
"T20120002478","35436","9677"
"T20120002500","514","5430"
"T20120002501","57585","6493"
"T20120002509","223369","9667"
"T20120002520","46278","6197"
"T20120002546","40894","5731"
"T20120002549","301169","9119"
"T20120002631","41149","9957"
"T20120002646","29372","9496"
"T20120002659","40564","5616"
"T20120002701","50547","7804"
"T20120002720","1013","7133"
"T20120002730","235110","6318"
"T20120002772","44304","9875"
"T20120002815","249426","6655"
"T20120002825","84","5404"
"T20120002856","35304","9569"
"T20120002858","38578","9759"
"T20120002865","249451","9912"
"T20120002867","52926","2396"
"T20120002884","60001","4297"
"T20120002890","52690","2204"
"T20120002899","35782","7715"
"T20120002901","279210","7176"
"T20120002912","228","9731"
"T20120002917","119","9806"
"T20120002918","49162","9903"
"T20120002920","54119","5432"
"T20120002937","41848","6315"
"T20120002955","49175","1125"
"T20120002970","246272","9896"
"T20120002972","38755","8752"
"T20120002979","47534","7216"
"T20120002988","41830","6062"
"T20120002999","249520","7007"
"T20120003009","39749","5326"
"T20120003046","37911","9436"
"T20120003053","252874","6110"
"T20120003056","39682","5341"
"T20120003072","46283","9554"
"T20120003100","38442","5079"
"T20120003106","49243","2403"
"T20120003172","29438","9689"
"T20120003176","39578","5442"
"T20120003186","121918","6880"
"T20120003202","55362","1165"
"T20120003233","878","6870"
"T20120003242","39582","5456"
"T20120003252","43094","6854"
"T20120003270","37833","9450"
"T20120003275","986","7012"
"T20120003277","38572","8912"
"T20120003313","36093","100512"
"T20120003368","44892","9360"
"T20120003434","29503","101298"
"T20120003465","57648","7293"
"T20120003517","36340","9064"
"T20120003540","35407","9838"
"T20120003560","22540","2438"
"T20120003563","29672","6258"
"T20120003583","44301","9845"
"T20120003593","234609","6329"
"T20120003643","249633","102317"
"T20120003667","16807","8018"
"T20120003683","39920","9092"
"T20120003700","54465","7842"
"T20120003742","249670","5050"
"T20120003768","54721","8039"
"T20120003772","99926","1000"
"T20120003798","46304","9364"
"T20120003839","43716","8747"
"T20120003864","36138","6703"
"T20120003875","119","9806"
"T20120003887","73880","8039"
"T20120003898","236764","6049"
"T20120003915","35379","7785"
"T20120003942","32871","6841"
"T20120003944","249830","7554"
"T20120003957","40961","5587"
"T20120003963","57846","6853"
"T20120004047","1013","7133"
"T20120004063","249711","100479"
"T20120004075","37019","7008"
"T20120004081","66687","5614"
"T20120004111","35539","6177"
"T20120004112","43367","1022"
"T20120004126","48547","6026"
"T20120004131","235988","9882"
"T20120004135","899","7153"
"T20120004162","250974","9795"
"T20120004164","55960","7821"
"T20120004179","43895","7193"
"T20120004195","41927","6021"
"T20120004235","43266","6923"
"T20120004300","424","5104"
"T20120004331","38886","5433"
"T20120004363","35568","6057"
"T20120004420","504","5504"
"T20120004422","67230","5759"
"T20120004428","36215","9603"
"T20120004433","35631","6966"
"T20120004434","46897","8672"
"T20120004458","249841","7376"
"T20120004459","42239","6453"
"T20120004473","42823","6876"
"T20120004529","250608","2462"
"T20120004568","46840","5513"
"T20120004572","627","5612"
"T20120004590","42744","6628"
"T20120004631","45881","1030"
"T20120004694","36160","7278"
"T20120004698","39793","5544"
"T20120004704","37855","9253"
"T20120004730","50088","7764"
"T20120004744","36858","9737"
"T20120004827","43502","7285"
"T20120004830","29364","9493"
"T20120004867","1248","8830"
"T20120004872","37833","9450"
"T20120004911","38761","8788"
"T20120004913","55889","7746"
"T20120004923","979","6988"
"T20120004930","39785","5546"
"T20120004946","70464","6708"
"T20120004949","39920","9092"
"T20120004950","48129","101015"
"T20120004956","57187","8650"
"T20120004963","41953","6081"
"T20120004968","35436","9677"
"T20120005017","35627","6975"
"T20120005066","10986","6947"
"T20120005087","43282","6977"
"T20120005098","48173","8603"
"T20120005098","48173","8606"
"T20120005180","250096","9049"
"T20120005199","38419","5222"
"T20120005220","43973","7470"
"T20120005233","41418","101372"
"T20120005236","44220","8625"
"T20120005264","39558","5448"
"T20120005307","250146","9218"
"T20120005313","38935","5522"
"T20120005318","70828","6838"
"T20120005353","29836","9639"
"T20120005372","250179","6078"
"T20120005373","43028","6708"
"T20120005400","29508","5116"
"T20120005401","250189","6402"
"T20120005412","234609","6329"
"T20120005462","35622","6668"
"T20120005474","343","5398"
"T20120005475","56532","6142"
"T20120005540","37585","9807"
"T20120005542","43436","7308"
"T20120005554","49988","101874"
"T20120005556","228035","7480"
"T20120005584","234871","8927"
"T20120005587","44318","10000"
"T20120005592","35533","5850"
"T20120005609","50255","101013"
"T20120005617","38556","8704"
"T20120005639","221398","8677"
"T20120005646","59857","3249"
"T20120005650","38242","8703"
"T20120005669","37019","7008"
"T20120005777","34021","5915"
"T20120005780","39933","9109"
"T20120005783","43858","7154"
"T20120005849","29748","7033"
"T20120005867","35304","9569"
"T20120005901","38608","8717"
"T20120005907","32859","6814"
"T20120005910","37704","5739"
"T20120005927","35315","6779"
"T20120005944","84","5404"
"T20120005960","48196","7031"
"T20120006021","40961","5587"
"T20120006037","241104","7411"
"T20120006044","250304","8952"
"T20120006071","48124","8931"
"T20120006088","43634","6902"
"T20120006103","36215","9603"
"T20120006116","251374","7363"
"T20120006128","46643","103223"
"T20120006136","29743","7441"
"T20120006143","119","9806"
"T20120006163","35622","6668"
"T20120006198","36208","9557"
"T20120006205","29700","6848"
"T20120006216","255007","8897"
"T20120006231","46840","5513"
"T20120006258","35407","9838"
"T20120006288","57528","5909"
"T20120006290","48173","8603"
"T20120006290","48173","8606"
"T20120006296","250680","102427"
"T20120006308","329","5399"
"T20120006312","43096","6606"
"T20120006338","11077","7126"
"T20120006344","282480","6695"
"T20120006389","39794","5541"
"T20120006449","1248","8830"
"T20120006459","29435","8909"
"T20120006470","30031","102503"
"T20120006508","228078","2423"
"T20120006521","250528","9796"
"T20120006539","48998","1026"
"T20120006542","37147","9031"
"T20120006552","35596","6434"
"T20120006553","57280","3037"
"T20120006559","36230","9612"
"T20120006575","39539","5358"
"T20120006582","14250","5691"
"T20120006593","29421","8877"
"T20120006614","251321","8032"
"T20120006621","45189","8867"
"T20120006624","47700","7045"
"T20120006628","234955","9707"
"T20120006640","47992","5543"
"T20120006660","54978","4288"
"T20120006681","38249","8714"
"T20120006803","1323","8838"
"T20120006804","29887","1002"
"T20120006830","868","6801"
"T20120006834","253516","9702"
"T20120006857","40093","9858"
"T20120006870","68141","5949"
"T20120006889","41045","5876"
"T20120006896","1016","7177"
"T20120006903","40189","5792"
"T20120006922","41752","6042"
"T20120006959","37616","103328"
"T20120006964","29741","7306"
"T20120006993","43147","6685"
"T20120006999","42750","6641"
"T20120007000","29765","7220"
"T20120007019","221629","8806"
"T20120007046","29908","8616"
"T20120007076","43716","8747"
"T20120007160","72446","101252"
"T20120007196","28872","6868"
"T20120007201","35446","9568"
"T20120007228","48329","5325"
"T20120007229","36221","9522"
"T20120007231","240421","9569"
"T20120007240","234609","6329"
"T20120007242","713","6297"
"T20120007249","29816","9426"
"T20120007276","233847","6509"
"T20120007289","46792","9524"
"T20120007299","43367","1022"
"T20120007317","36838","7019"
"T20120007383","43779","1021"
"T20120007384","320897","9659"
"T20120007392","40961","5587"
"T20120007402","29940","101041"
"T20120007411","250878","5707"
"T20120007413","53504","100321"
"T20120007429","53184","1001"
"T20120007429","53184","9585"
"T20120007443","37833","9450"
"T20120007444","44164","7616"
"T20120007457","30002","6402"
"T20120007494","36651","6949"
"T20120007508","48076","5275"
"T20120007577","29364","9493"
"T20120007592","250762","2377"
"T20120007610","39558","5448"
"T20120007615","250940","6067"
"T20120007632","40919","5783"
"T20120007636","10592","1000"
"T20120007657","38293","8790"
"T20120007689","35740","9736"
"T20120007730","53315","1225"
"T20120007733","64947","9524"
"T20120007762","250803","102164"
"T20120007767","226470","100300"
"T20120007776","236960","9572"
"T20120007782","69646","6444"
"T20120007808","874","6850"
"T20120007818","37019","7008"
"T20120007825","237965","8584"
"T20120007851","224428","7486"
"T20120007869","44245","8590"
"T20120007873","46086","6498"
"T20120007876","32871","6841"
"T20120007891","35673","9041"
"T20120007910","35425","100058"
"T20120007923","49732","7643"
"T20120007927","793","1000"
"T20120007957","43729","8755"
"T20120007973","252968","8954"
"T20120007974","41870","6171"
"T20120007988","43287","7003"
"T20120008013","44842","9022"
"T20120008034","66308","5537"
"T20120008036","41625","6306"
"T20120008047","32393","5916"
"T20120008054","38157","101706"
"T20120008065","37161","9689"
"T20120008069","72071","7310"
"T20120008083","38220","8685"
"T20120008140","46152","7383"
"T20120008155","46622","6430"
"T20120008218","38250","5097"
"T20120008251","38765","9534"
"T20120008262","38249","8714"
"T20120008273","35641","7300"
"T20120008358","65298","5320"
"T20120008370","38220","8685"
"T20120008393","29486","9261"
"T20120008398","49803","101291"
"T20120008401","46997","1002"
"T20120008434","37583","9783"
"T20120008480","36869","8558"
"T20120008488","244068","9463"
"T20120008587","52857","2373"
"T20120008600","251126","7064"
"T20120008609","36986","100328"
"T20120008612","54679","7863"
"T20120008627","50026","101884"
"T20120008649","37297","9214"
"T20120008765","37890","9257"
"T20120008802","70744","6811"
"T20120008832","478","5381"
"T20120008869","55417","1291"
"T20120008905","36737","6517"
"T20120008927","43090","6768"
"T20120008971","47504","9243"
"T20120009029","36232","9611"
"T20120009042","251255","4238"
"T20120009047","251256","9826"
"T20120009075","36261","9613"
"T20120009094","42012","6022"
"T20120009102","36519","7276"
"T20120009124","71750","1154"
"T20120009136","56097","7490"
"T20120009149","53184","1001"
"T20120009149","53184","9585"
"T20120009151","44884","102293"
"T20120009161","29869","103243"
"T20120009216","22510","2293"
"T20120009217","251443","100769"
"T20120009230","83","9595"
"T20120009231","39749","5326"
"T20120009258","35841","2317"
"T20120009294","41871","6082"
"T20120009307","251273","6269"
"T20120009314","45906","9971"
"T20120009329","278506","100216"
"T20120009379","36796","6918"
"T20120009415","251333","1299"
"T20120009431","29867","5441"
"T20120009453","43895","7193"
"T20120009502","38098","9292"
"T20120009548","10592","1000"
"T20120009574","251419","7199"
"T20120009582","221381","8617"
"T20120009583","19418","4164"
"T20120009589","57648","7293"
"T20120009609","44946","9402"
"T20120009632","42768","6691"
"T20120009633","35304","9569"
"T20120009643","38477","5066"
"T20120009658","84","5404"
"T20120009685","44374","9944"
"T20120009747","29748","7033"
"T20120009800","41927","6021"
"T20120009825","37243","9748"
"T20120009860","249","9716"
"T20120009892","41936","6056"
"T20120009920","53179","6534"
"T20120009937","42864","6730"
"T20120009938","244815","7849"
"T20120009941","226313","9011"
"T20120009962","65647","101397"
"T20120009965","224606","6404"
"T20120009989","362","6756"
"T20120010001","29748","7033"
"T20120010037","37890","9257"
"T20120010046","65993","5455"
"T20120010047","29741","7306"
"T20120010064","892","6962"
"T20120010070","40140","9904"
"T20120010082","278509","7950"
"T20120010102","50095","7768"
"T20120010105","38456","5165"
"T20120010140","1170","7074"
"T20120010157","33879","1002"
"T20120010169","222523","5741"
"T20120010171","42452","6367"
"T20120010180","47892","9926"
"T20120010185","47534","7216"
"T20120010199","1188","9217"
"T20120010205","37305","7059"
"T20120010233","29564","5271"
"T20120010247","49928","7715"
"T20120010266","46898","9992"
"T20120010277","29763","7041"
"T20120010296","40841","5812"
"T20120010310","48329","5325"
"T20120010336","85","1005"
"T20120010355","72616","1223"
"T20120010360","39191","5256"
"T20120010389","251575","6836"
"T20120010392","10986","6947"
"T20120010401","53382","2356"
"T20120010407","243974","8909"
"T20120010412","57348","8665"
"T20120010437","251622","7049"
"T20120010441","64298","9429"
"T20120010442","1189","7713"
"T20120010462","59692","102068"
"T20120010505","56087","1202"
"T20120010518","29746","6961"
"T20120010521","35622","6668"
"T20120010523","58068","103142"
"T20120010532","37173","9755"
"T20120010539","40914","5910"
"T20120010550","35306","5297"
"T20120010556","251819","6290"
"T20120010561","44365","103325"
"T20120010623","29877","7071"
"T20120010677","641","5875"
"T20120010698","612","5758"
"T20120010731","35533","5850"
"T20120010749","38785","9538"
"T20120010758","37406","7068"
"T20120010779","45881","1030"
"T20120010821","40","7084"
"T20120010840","42908","100624"
"T20120010844","246851","7153"
"T20120010846","43933","7370"
"T20120010865","43431","7351"
"T20120010886","251126","7064"
"T20120010939","41018","5735"
"T20120010940","42791","6729"
"T20120010958","49662","7614"
"T20120010963","35532","102339"
"T20120010976","10592","1000"
"T20120011055","36518","9480"
"T20120011063","245439","6616"
"T20120011064","28872","6868"
"T20120011085","949","7337"
"T20120011091","231006","9298"
"T20120011098","62721","9130"
"T20120011100","41876","6132"
"T20120011106","1019","7214"
"T20120011109","37962","9268"
"T20120011123","46908","9427"
"T20120011134","43620","6919"
"T20120011150","38437","5099"
"T20120011165","41563","102129"
"T20120011168","46942","6350"
"T20120011179","40989","5857"
"T20120011216","35631","6966"
"T20120011239","243910","101339"
"T20120011252","51145","3180"
"T20120011271","22","9553"
"T20120011277","57434","5235"
"T20120011278","38420","5203"
"T20120011303","252040","7447"
"T20120011322","29816","9426"
"T20120011336","84","5404"
"T20120011353","35662","8609"
"T20120011367","883","9196"
"T20120011370","10475","1028"
"T20120011421","32830","101243"
"T20120011435","47464","7689"
"T20120011438","41889","6139"
"T20120011471","43517","7301"
"T20120011477","49281","2373"
"T20120011482","50325","7958"
"T20120011548","55320","6881"
"T20120011556","46221","6570"
"T20120011590","51610","4191"
"T20120011618","40175","5789"
"T20120011621","35891","7204"
"T20120011629","67377","5798"
"T20120011634","627","5612"
"T20120011715","49980","7728"
"T20120011723","981","6992"
"T20120011740","251977","5290"
"T20120011807","41877","6295"
"T20120011812","252017","7845"
"T20120011815","240343","9739"
"T20120011847","52110","1193"
"T20120011849","944","7316"
"T20120011862","38006","9459"
"T20120011872","33698","5920"
"T20120011907","1246","9385"
"T20120011959","35320","7284"
"T20120011980","252227","3122"
"T20120011988","52836","2352"
"T20120011994","35622","6668"
"T20120011999","42467","6465"
"T20120012020","53382","2356"
"T20120012064","234609","6329"
"T20120012076","37962","9268"
"T20120012091","228035","7480"
"T20120012126","43517","7301"
"T20120012136","46665","9160"
"T20120012139","57585","6493"
"T20120012145","29947","7726"
"T20120012148","46543","1004"
"T20120012172","252053","5839"
"T20120012206","37362","8898"
"T20120012208","45650","9279"
"T20120012217","29978","4185"
"T20120012223","35470","8938"
"T20120012250","252107","7095"
"T20120012287","44600","8928"
"T20120012289","29867","5441"
"T20120012290","38477","5066"
"T20120012292","245439","6616"
"T20120012314","252959","102428"
"T20120012332","44345","9925"
"T20120012377","46824","7782"
"T20120012380","252249","1331"
"T20120012416","39558","5448"
"T20120012424","65358","5336"
"T20120012449","252224","100232"
"T20120012460","248089","8032"
"T20120012483","1254","4195"
"T20120012489","57065","9451"
"T20120012498","245133","102249"
"T20120012498","245133","102251"
"T20120012498","245133","102353"
"T20120012498","245133","102354"
"T20120012498","245133","102927"
"T20120012498","245133","102928"
"T20120012498","245133","103352"
"T20120012498","245133","103353"
"T20120012531","35472","5293"
"T20120012556","29412","8805"
"T20120012565","252119","6009"
"T20120012593","43049","6739"
"T20120012606","40961","5587"
"T20120012624","252138","100053"
"T20120012629","35631","6966"
"T20120012655","29425","9710"
"T20120012698","54763","9281"
"T20120012702","233875","6198"
"T20120012712","1248","8830"
"T20120012715","48468","5547"
"T20120012716","1013","7133"
"T20120012724","41796","6012"
"T20120012730","29591","9897"
"T20120012754","92","7847"
"T20120012757","38255","8739"
"T20120012770","39715","5253"
"T20120012811","35636","1022"
"T20120012858","39558","5448"
"T20120012895","266","9042"
"T20120012906","37406","7068"
"T20120012908","252618","7992"
"T20120012915","39504","5496"
"T20120012949","41371","6352"
"T20120012961","254048","100909"
"T20120012962","43367","1022"
"T20120012968","253713","9652"
"T20120012978","29813","9381"
"T20120013051","251418","102113"
"T20120013073","52861","2378"
"T20120013079","254508","100925"
"T20120013095","1175","7111"
"T20120013107","32012","5758"
"T20120013142","39559","5498"
"T20120013153","29754","8808"
"T20120013173","25939","100042"
"T20120013193","43287","7003"
"T20120013198","36997","101890"
"T20120013219","41964","6080"
"T20120013225","43049","6739"
"T20120013247","34518","9259"
"T20120013252","40894","5731"
"T20120013273","35308","9579"
"T20120013291","42155","6491"
"T20120013293","223441","2302"
"T20120013301","46015","6653"
"T20120013311","30031","102503"
"T20120013312","47642","5290"
"T20120013324","38456","5165"
"T20120013346","792","6402"
"T20120013362","252718","4292"
"T20120013363","41642","6204"
"T20120013415","10592","1000"
"T20120013418","47550","7439"
"T20120013421","57726","6851"
"T20120013424","44938","9263"
"T20120013442","42912","6618"
"T20120013458","34518","9259"
"T20120013486","245214","6034"
"T20120013522","41936","6056"
"T20120013542","713","6297"
"T20120013563","29416","9692"
"T20120013572","793","1000"
"T20120013580","38486","5067"
"T20120013626","42750","6641"
"T20120013630","49211","1301"
"T20120013668","43046","6747"
"T20120013669","67757","9881"
"T20120013729","46819","9811"
"T20120013739","282480","6695"
"T20120013743","36210","9572"
"T20120013759","43631","6965"
"T20120013765","38780","9684"
"T20120013767","250528","9796"
"T20120013769","41819","6225"
"T20120013819","169","9602"
"T20120013823","36830","6145"
"T20120013823","36830","100464"
"T20120013848","1320","8806"
"T20120013873","35622","6668"
"T20120013893","35342","9520"
"T20120013896","35596","6434"
"T20120013897","58068","103142"
"T20120013981","70163","6594"
"T20120014005","67735","5877"
"T20120014019","69768","6480"
"T20120014055","252852","8830"
"T20120014095","251126","7064"
"T20120014134","43403","103320"
"T20120014170","44938","9263"
"T20120014184","240406","7608"
"T20120014185","36830","6145"
"T20120014185","36830","100464"
"T20120014199","45038","1253"
"T20120014204","44304","9875"
"T20120014234","46695","6390"
"T20120014237","61984","8928"
"T20120014241","44345","9925"
"T20120014248","49662","7614"
"T20120014266","46312","9324"
"T20120014272","1323","8838"
"T20120014321","29804","9126"
"T20120014323","69125","7569"
"T20120014328","22748","2445"
"T20120014336","253374","101535"
"T20120014337","57753","2309"
"T20120014346","876","6678"
"T20120014357","47624","6896"
"T20120014420","253124","6536"
"T20120014426","35744","8726"
"T20120014435","40091","9860"
"T20120014440","15405","7722"
"T20120014467","253186","3178"
"T20120014474","35681","4090"
"T20120014478","52208","1245"
"T20120014479","35714","9430"
"T20120014521","243641","1409"
"T20120014528","38499","9703"
"T20120014530","43028","6708"
"T20120014566","29823","9441"
"T20120014586","54089","6465"
"T20120014591","41642","6204"
"T20120014592","45154","9349"
"T20120014603","35714","9430"
"T20120014658","32859","6814"
"T20120014669","252859","6803"
"T20120014670","43571","7396"
"T20120014671","38944","5566"
"T20120014677","227774","9595"
"T20120014699","43792","5198"
"T20120014700","40684","9197"
"T20120014722","1275","9478"
"T20120014727","39687","100770"
"T20120014740","694","5993"
"T20120014741","986","7012"
"T20120014751","47884","5737"
"T20120014767","35642","7427"
"T20120014778","40909","102593"
"T20120014790","50841","3019"
"T20120014798","38098","9292"
"T20120014818","878","6870"
"T20120014826","43046","6747"
"T20120014854","41389","6214"
"T20120014868","35546","6032"
"T20120014879","35470","8938"
"T20120014887","36210","9572"
"T20120014896","49990","7730"
"T20120014901","627","5612"
"T20120014931","228490","9250"
"T20120014939","41621","6294"
"T20120014943","72718","1248"
"T20120014945","41001","5862"
"T20120014947","37833","9450"
"T20120014950","39758","5272"
"T20120014957","29565","5510"
"T20120014964","890","6920"
"T20120014989","49701","7638"
"T20120015042","301937","8923"
"T20120015119","63376","9303"
"T20120015122","10592","1000"
"T20120015133","46684","100067"
"T20120015143","33879","1002"
"T20120015224","253310","1010"
"T20120015224","253310","7765"
"T20120015236","1318","9275"
"T20120015260","320897","9659"
"T20120015333","40576","5823"
"T20120015334","29726","6880"
"T20120015400","43282","6977"
"T20120015406","63403","101061"
"T20120015417","39361","5426"
"T20120015457","41712","6313"
"T20120015461","40501","9026"
"T20120015483","35470","8938"
"T20120015500","44222","8634"
"T20120015555","36980","100182"
"T20120015558","248014","5734"
"T20120015569","69538","6391"
"T20120015574","40106","9882"
"T20120015585","42744","6628"
"T20120015603","36785","100136"
"T20120015613","38785","9538"
"T20120015671","955","7358"
"T20120015691","35345","6889"
"T20120015724","10475","1028"
"T20120015728","39578","5442"
"T20120015730","323","102169"
"T20120015731","253433","6495"
"T20120015736","56155","1253"
"T20120015829","253227","7492"
"T20120015840","36210","9572"
"T20120015888","41452","6193"
"T20120015914","46387","7716"
"T20120015915","37496","5208"
"T20120015929","54037","2323"
"T20120015940","36862","9769"
"T20120015950","253106","7228"
"T20120015958","29387","9715"
"T20120015961","38220","8685"
"T20120015976","221370","3163"
"T20120015979","39504","5496"
"T20120015984","41469","6112"
"T20120015988","48334","7644"
"T20120016021","49915","102186"
"T20120016023","30820","9487"
"T20120016064","47700","7045"
"T20120016065","63403","101061"
"T20120016087","57359","8821"
"T20120016093","44014","7513"
"T20120016122","40888","5727"
"T20120016123","29396","100875"
"T20120016145","38761","8788"
"T20120016178","228127","9316"
"T20120016203","51561","4173"
"T20120016204","1323","8838"
"T20120016265","29524","9523"
"T20120016272","29893","9581"
"T20120016318","37916","9467"
"T20120016371","35566","5975"
"T20120016385","35519","5748"
"T20120016414","29796","9116"
"T20120016418","29522","9514"
"T20120016463","29425","9710"
"T20120016479","35262","7730"
"T20120016505","35387","9754"
"T20120016513","253512","9436"
"T20120016563","46085","1000"
"T20120016575","239301","9999"
"T20120016611","41268","6326"
"T20120016665","49910","7713"
"T20120016677","253554","6520"
"T20120016696","36210","9572"
"T20120016711","30011","8021"
"T20120016713","57918","5998"
"T20120016716","55059","101371"
"T20120016747","42746","6610"
"T20120016753","44899","9378"
"T20120016754","43863","7048"
"T20120016824","29796","9116"
"T20120016830","979","6988"
"T20120016831","713","6297"
"T20120016836","627","5612"
"T20120016839","29741","7306"
"T20120016850","35841","2317"
"T20120016889","40131","100508"
"T20120016915","45065","9465"
"T20120016933","66100","5505"
"T20120016937","49210","1300"
"T20120016949","57541","6046"
"T20120016965","35634","7071"
"T20120016971","50131","7784"
"T20120016974","253737","5655"
"T20120016994","622","5931"
"T20120017009","253839","5455"
"T20120017019","676","8731"
"T20120017025","40951","5659"
"T20120017036","35596","6434"
"T20120017043","37362","8898"
"T20120017065","35642","7427"
"T20120017085","56549","2454"
"T20120017097","234416","8901"
"T20120017098","35539","6177"
"T20120017101","246580","9836"
"T20120017105","49803","101291"
"T20120017108","42021","6432"
"T20120017109","38608","8717"
"T20120017115","36321","6597"
"T20120017139","227564","4233"
"T20120017154","35484","9847"
"T20120017161","38475","5060"
"T20120017181","46898","9992"
"T20120017192","29474","5642"
"T20120017194","37890","9257"
"T20120017196","46819","9811"
"T20120017197","254197","5848"
"T20120017199","222523","5741"
"T20120017209","119","9806"
"T20120017257","253117","10015"
"T20120017259","410","9282"
"T20120017264","1188","9217"
"T20120017268","44912","9431"
"T20120017281","254159","9578"
"T20120017319","46030","9905"
"T20120017348","225644","9044"
"T20120017375","38486","5067"
"T20120017391","40315","5690"
"T20120017397","40866","5630"
"T20120017400","54089","6465"
"T20120017420","40795","101285"
"T20120017434","47636","5697"
"T20120017440","44304","9875"
"T20120017510","35681","4090"
"T20120017515","253785","6114"
"T20120017568","254166","2172"
"T20120017593","43270","6964"
"T20120017595","57354","8730"
"T20120017601","1161","9972"
"T20120017608","47184","9249"
"T20120017624","35642","7427"
"T20120017637","29421","8877"
"T20120017643","22","9553"
"T20120017650","1320","8806"
"T20120017689","329","5399"
"T20120017698","460","9607"
"T20120017704","40219","101667"
"T20120017738","254738","7076"
"T20120017738","254738","7077"
"T20120017752","254744","6334"
"T20120017754","56094","6293"
